NOC,Year,Total_Athletes,Total_Events,Bronze,Gold,No medal,Silver,Total_Medals,Medal_Efficiency,Previous_medal,Previous_gold,Rolling_3_avg_medal,Medal_growth_rate,Host,Gold_Ratio,Participation_Growth,Rolling_3_Efficiency
AFG,1936,16,4,0,0,16,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
AFG,1948,25,2,0,0,25,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5625,0.0
AFG,1956,12,1,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.52,0.0
AFG,1956,12,1,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
AFG,1960,16,13,0,0,16,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0
AFG,1964,8,8,0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.5,0.0
AFG,1968,5,5,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.375,0.0
AFG,1972,8,8,0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6,0.0
AFG,1980,11,11,0,0,11,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.375,0.0
AFG,1988,5,5,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.5454545454545454,0.0
AFG,1996,2,2,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.6,0.0
AFG,2004,5,5,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.5,0.0
AFG,2008,4,4,1,0,3,0,1,0.25,0.0,0.0,0.3333333333333333,inf,0,0.0,-0.2,0.08333333333333333
AFG,2012,6,6,1,0,5,0,1,0.16666666666666666,1.0,0.0,0.6666666666666666,0.0,0,0.0,0.5,0.13888888888888887
AFG,2016,3,3,0,0,3,0,0,0.0,1.0,0.0,0.6666666666666666,-100.0,0,0.0,-0.5,0.13888888888888887
AFG,2020,5,5,0,0,5,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0,0.0,0.6666666666666666,0.05555555555555555
AFG,2024,6,6,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
AHO,1952,11,1,0,0,11,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
AHO,1960,5,4,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.5454545454545454,0.0
AHO,1964,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.2,0.0
AHO,1968,5,4,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,0.0
AHO,1972,2,2,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.6,0.0
AHO,1976,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
AHO,1984,13,10,0,0,13,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.25,0.0
AHO,1988,4,4,0,0,3,1,1,0.25,0.0,0.0,0.3333333333333333,inf,0,0.0,-0.6923076923076923,0.08333333333333333
AHO,1992,4,4,0,0,4,0,0,0.0,1.0,0.0,0.3333333333333333,-100.0,0,0.0,0.0,0.08333333333333333
AHO,1996,7,7,0,0,7,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0,0.0,0.75,0.08333333333333333
AHO,2000,8,8,0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.14285714285714285,0.0
AHO,2004,3,3,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.625,0.0
AHO,2008,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0
AIN,2024,32,30,1,1,40,4,6,0.1875,0.0,0.0,0.0,0.0,0,0.16666666666666666,0.0,0.0
ALB,1972,5,3,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ALB,1992,9,8,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.8,0.0
ALB,1996,9,7,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ALB,2000,5,5,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.4444444444444444,0.0
ALB,2004,7,7,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
ALB,2008,12,12,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7142857142857143,0.0
ALB,2012,10,9,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.16666666666666666,0.0
ALB,2016,6,6,0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.4,0.0
ALB,2020,10,10,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6666666666666666,0.0
ALB,2024,8,9,2,0,7,0,2,0.25,0.0,0.0,0.6666666666666666,inf,0,0.0,-0.2,0.08333333333333333
ALG,1964,7,7,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ALG,1968,9,9,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2857142857142857,0.0
ALG,1972,7,5,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.2222222222222222,0.0
ALG,1980,63,28,0,0,63,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.0,0.0
ALG,1984,33,17,2,0,31,0,2,0.06060606060606061,0.0,0.0,0.6666666666666666,inf,0,0.0,-0.47619047619047616,0.020202020202020204
ALG,1988,45,29,0,0,45,0,0,0.0,2.0,0.0,0.6666666666666666,-100.0,0,0.0,0.36363636363636365,0.020202020202020204
ALG,1992,36,27,1,1,34,0,2,0.05555555555555555,0.0,0.0,1.3333333333333333,inf,0,0.5,-0.2,0.03872053872053872
ALG,1996,47,29,1,2,44,0,3,0.06382978723404255,2.0,1.0,1.6666666666666667,50.0,0,0.6666666666666666,0.3055555555555556,0.039795114263199365
ALG,2000,51,42,3,1,46,1,5,0.09803921568627451,3.0,2.0,3.3333333333333335,66.66666666666666,0,0.2,0.0851063829787234,0.07247485282529087
ALG,2004,71,57,0,0,71,0,0,0.0,5.0,1.0,2.6666666666666665,-100.0,0,0.0,0.39215686274509803,0.05395633430677235
ALG,2008,57,44,1,0,55,1,2,0.03508771929824561,0.0,0.0,2.3333333333333335,inf,0,0.0,-0.19718309859154928,0.044375644994840036
ALG,2012,39,29,0,1,38,0,1,0.02564102564102564,2.0,0.0,1.0,-50.0,0,1.0,-0.3157894736842105,0.020242914979757085
ALG,2016,74,48,0,0,72,2,2,0.02702702702702703,1.0,1.0,1.6666666666666667,100.0,0,0.0,0.8974358974358975,0.029251923988766092
ALG,2020,45,43,0,0,45,0,0,0.0,2.0,0.0,1.0,-100.0,0,0.0,-0.3918918918918919,0.017556017556017555
ALG,2024,46,47,1,2,52,0,3,0.06521739130434782,0.0,0.0,1.6666666666666667,inf,0,0.6666666666666666,0.022222222222222223,0.03074813944379162
AND,1976,3,2,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
AND,1980,2,1,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.3333333333333333,0.0
AND,1984,2,1,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
AND,1988,4,3,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
AND,1992,8,5,0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
AND,1996,8,7,0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
AND,2000,5,5,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.375,0.0
AND,2004,6,6,0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
AND,2008,5,5,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.16666666666666666,0.0
AND,2012,6,6,0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2,0.0
AND,2016,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.3333333333333333,0.0
AND,2020,3,3,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.25,0.0
AND,2024,2,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.3333333333333333,0.0
ANG,1980,17,14,0,0,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ANG,1988,33,27,0,0,33,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.9411764705882353,0.0
ANG,1992,33,21,0,0,33,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ANG,1996,30,8,0,0,30,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.09090909090909091,0.0
ANG,2000,30,7,0,0,30,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ANG,2004,30,5,0,0,30,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ANG,2008,33,8,0,0,33,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.1,0.0
ANG,2012,35,10,0,0,35,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.06060606060606061,0.0
ANG,2016,26,10,0,0,26,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.2571428571428571,0.0
ANG,2020,20,6,0,0,20,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.23076923076923078,0.0
ANG,2024,25,10,0,0,26,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,0.0
ANT,1976,17,11,0,0,17,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ANT,1984,27,17,0,0,27,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5882352941176471,0.0
ANT,1988,25,19,0,0,25,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.07407407407407407,0.0
ANT,1992,18,15,0,0,18,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.28,0.0
ANT,1996,19,9,0,0,19,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.05555555555555555,0.0
ANT,2000,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.7894736842105263,0.0
ANT,2004,5,5,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.25,0.0
ANT,2008,5,5,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ANT,2012,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.2,0.0
ANT,2016,9,5,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.25,0.0
ANT,2020,6,6,0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.3333333333333333,0.0
ANT,2024,5,5,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.16666666666666666,0.0
ANZ,1908,48,20,2,15,29,2,19,0.3958333333333333,0.0,0.0,0.0,0.0,0,0.7894736842105263,0.0,0.0
ANZ,1912,38,17,3,5,28,2,10,0.2631578947368421,19.0,15.0,0.0,-47.368421052631575,0,0.5,-0.20833333333333334,0.0
ARG,1900,1,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ARG,1908,1,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ARG,1920,1,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ARG,1924,109,39,2,5,99,3,10,0.09174311926605505,0.0,0.0,3.3333333333333335,inf,0,0.5,108.0,0.030581039755351685
ARG,1928,98,40,5,3,72,18,26,0.2653061224489796,10.0,5.0,12.0,160.0,0,0.11538461538461539,-0.10091743119266056,0.11901641390501155
ARG,1932,47,30,0,3,43,1,4,0.0851063829787234,26.0,3.0,13.333333333333334,-84.61538461538461,0,0.75,-0.5204081632653061,0.1473852082312527
ARG,1936,68,31,4,5,57,2,11,0.16176470588235295,4.0,3.0,13.666666666666666,175.0,0,0.45454545454545453,0.44680851063829785,0.170725737103352
ARG,1948,295,101,1,3,284,7,11,0.03728813559322034,11.0,5.0,8.666666666666666,0.0,0,0.2727272727272727,3.338235294117647,0.09471974148476557
ARG,1952,174,77,2,2,168,2,6,0.034482758620689655,11.0,3.0,9.333333333333334,-45.45454545454545,0,0.3333333333333333,-0.4101694915254237,0.07784520003208764
ARG,1956,44,32,1,0,42,1,2,0.045454545454545456,6.0,2.0,6.333333333333333,-66.66666666666666,0,0.0,-0.7471264367816092,0.03907514655615182
ARG,1956,44,32,1,0,42,1,2,0.045454545454545456,6.0,2.0,6.333333333333333,-66.66666666666666,0,0.0,0.0,0.04179728317659353
ARG,1960,116,54,1,0,112,3,4,0.034482758620689655,2.0,0.0,4.0,100.0,0,0.0,1.6363636363636365,0.041797283176593515
ARG,1964,148,78,0,0,147,1,1,0.006756756756756757,4.0,0.0,2.3333333333333335,-75.0,0,0.0,0.27586206896551724,0.028898020277330627
ARG,1968,132,60,2,0,130,0,2,0.015151515151515152,1.0,0.0,2.3333333333333335,100.0,0,0.0,-0.10810810810810811,0.01879701017632052
ARG,1972,123,62,0,0,122,1,1,0.008130081300813009,2.0,0.0,1.3333333333333333,-50.0,0,0.0,-0.06818181818181818,0.010012784403028307
ARG,1976,106,50,0,0,106,0,0,0.0,1.0,0.0,1.0,-100.0,0,0.0,-0.13821138211382114,0.0077605321507760545
ARG,1984,115,70,0,0,115,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0,0.0,0.08490566037735849,0.002710027100271003
ARG,1988,134,53,12,0,121,1,13,0.09701492537313433,0.0,0.0,4.333333333333333,inf,0,0.0,0.16521739130434782,0.03233830845771144
ARG,1992,111,68,2,0,109,0,2,0.018018018018018018,13.0,0.0,5.0,-84.61538461538461,0,0.0,-0.17164179104477612,0.03834431446371745
ARG,1996,221,102,1,0,201,19,20,0.09049773755656108,2.0,0.0,11.666666666666666,900.0,0,0.0,0.990990990990991,0.06851022698257114
ARG,2000,165,98,3,0,145,17,20,0.12121212121212122,20.0,0.0,14.0,0.0,0,0.0,-0.25339366515837103,0.07657595892890011
ARG,2004,179,86,21,28,130,0,49,0.2737430167597765,20.0,0.0,29.666666666666668,145.0,0,0.5714285714285714,0.08484848484848485,0.16181762517615295
ARG,2008,145,71,31,20,94,0,51,0.35172413793103446,49.0,28.0,40.0,4.081632653061225,0,0.39215686274509803,-0.18994413407821228,0.24889309196764406
ARG,2012,148,66,3,1,129,15,19,0.12837837837837837,51.0,20.0,39.666666666666664,-62.745098039215684,0,0.05263157894736842,0.020689655172413793,0.25128184435639644
ARG,2016,232,80,0,21,210,1,22,0.09482758620689655,19.0,1.0,30.666666666666668,15.789473684210526,0,0.9545454545454546,0.5675675675675675,0.19164336750543645
ARG,2020,208,61,25,0,165,18,43,0.20673076923076922,22.0,21.0,28.0,95.45454545454545,0,0.0,-0.10344827586206896,0.14331224460534805
ARG,2024,143,41,16,1,135,2,19,0.13286713286713286,43.0,0.0,28.0,-55.81395348837209,0,0.05263157894736842,-0.3125,0.14480849610159954
ARM,1996,38,36,0,1,36,1,2,0.05263157894736842,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0
ARM,2000,26,26,1,0,25,0,1,0.038461538461538464,2.0,1.0,0.0,-50.0,0,0.0,-0.3157894736842105,0.0
ARM,2004,19,19,0,0,19,0,0,0.0,1.0,0.0,1.0,-100.0,0,0.0,-0.2692307692307692,0.030364372469635626
ARM,2008,26,24,6,0,20,0,6,0.23076923076923078,0.0,0.0,2.3333333333333335,inf,0,0.0,0.3684210526315789,0.08974358974358976
ARM,2012,31,30,2,0,28,1,3,0.0967741935483871,6.0,0.0,3.0,-50.0,0,0.0,0.19230769230769232,0.10918114143920594
ARM,2016,34,32,0,1,30,3,4,0.11764705882352941,3.0,0.0,4.333333333333333,33.33333333333333,0,0.25,0.0967741935483871,0.14839682771371576
ARM,2020,19,19,2,0,15,2,4,0.21052631578947367,4.0,1.0,3.6666666666666665,0.0,0,0.0,-0.4411764705882353,0.14164918938713006
ARM,2024,15,16,1,0,13,3,4,0.26666666666666666,4.0,0.0,4.0,0.0,0,0.0,-0.21052631578947367,0.1982800137598899
ARU,1988,12,10,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ARU,1992,5,4,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.5833333333333334,0.0
ARU,1996,3,3,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.4,0.0
ARU,2000,5,5,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6666666666666666,0.0
ARU,2004,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.2,0.0
ARU,2008,2,2,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.5,0.0
ARU,2012,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
ARU,2016,7,6,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.75,0.0
ARU,2020,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.42857142857142855,0.0
ARU,2024,6,7,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0
ASA,1988,6,6,0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ASA,1992,3,3,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.5,0.0
ASA,1996,7,6,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.3333333333333333,0.0
ASA,2000,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.42857142857142855,0.0
ASA,2004,3,3,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.25,0.0
ASA,2008,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.3333333333333333,0.0
ASA,2012,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ASA,2016,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ASA,2020,6,5,0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5,0.0
ASA,2024,2,2,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.6666666666666666,0.0
AUS,1896,5,5,1,2,2,0,3,0.6,0.0,0.0,0.0,0.0,0,0.6666666666666666,0.0,0.0
AUS,1900,6,6,3,3,0,0,6,1.0,3.0,2.0,0.0,100.0,0,0.5,0.2,0.0
AUS,1904,6,6,1,0,2,3,4,0.6666666666666666,6.0,3.0,4.333333333333333,-33.33333333333333,0,0.0,0.0,0.7555555555555555
AUS,1906,10,9,3,0,7,0,3,0.3,4.0,0.0,4.333333333333333,-25.0,0,0.0,0.6666666666666666,0.6555555555555556
AUS,1920,29,19,1,0,22,6,7,0.2413793103448276,3.0,0.0,4.666666666666667,133.33333333333331,0,0.0,1.9,0.4026819923371648
AUS,1924,60,31,2,3,50,5,10,0.16666666666666666,7.0,0.0,6.666666666666667,42.857142857142854,0,0.3,1.0689655172413792,0.23601532567049813
AUS,1928,29,26,1,1,25,2,4,0.13793103448275862,10.0,3.0,7.0,-60.0,0,0.25,-0.5166666666666667,0.18199233716475102
AUS,1932,20,17,1,3,15,1,5,0.25,4.0,1.0,6.333333333333333,25.0,0,0.6,-0.3103448275862069,0.1848659003831418
AUS,1936,39,26,1,0,38,0,1,0.02564102564102564,5.0,3.0,3.3333333333333335,-80.0,0,0.0,0.95,0.1378573533745948
AUS,1948,103,52,5,2,87,9,16,0.1553398058252427,1.0,0.0,7.333333333333333,1500.0,0,0.125,1.641025641025641,0.14366027715542282
AUS,1952,140,67,11,7,120,2,20,0.14285714285714285,16.0,2.0,12.333333333333334,25.0,0,0.35,0.3592233009708738,0.1079459914411371
AUS,1956,412,143,26,28,345,13,67,0.16262135922330098,20.0,7.0,34.333333333333336,235.0,0,0.417910447761194,1.9428571428571428,0.15360610263522886
AUS,1956,412,143,26,28,345,13,67,0.16262135922330098,20.0,7.0,34.333333333333336,235.0,0,0.417910447761194,0.0,0.1560332871012483
AUS,1960,280,122,11,11,234,24,46,0.16428571428571428,67.0,28.0,44.333333333333336,-31.343283582089555,0,0.2391304347826087,-0.32038834951456313,0.16317614424410545
AUS,1964,392,133,30,8,348,6,44,0.11224489795918367,46.0,11.0,52.333333333333336,-4.3478260869565215,0,0.18181818181818182,0.4,0.14638399048939968
AUS,1968,224,105,11,5,173,35,51,0.22767857142857142,44.0,8.0,47.0,15.909090909090908,0,0.09803921568627451,-0.42857142857142855,0.16806972789115648
AUS,1972,266,110,2,11,246,7,20,0.07518796992481203,51.0,5.0,38.333333333333336,-60.78431372549019,0,0.55,0.1875,0.13837047977085573
AUS,1976,274,115,8,0,251,15,23,0.08394160583941605,20.0,11.0,31.333333333333332,15.0,0,0.0,0.03007518796992481,0.12893604906426653
AUS,1980,190,92,5,6,177,2,13,0.06842105263157895,23.0,0.0,18.666666666666668,-43.47826086956522,0,0.46153846153846156,-0.30656934306569344,0.07585020946526905
AUS,1984,337,137,31,7,285,14,52,0.1543026706231454,13.0,6.0,29.333333333333332,300.0,0,0.1346153846153846,0.7736842105263158,0.10222177636471351
AUS,1988,339,145,11,18,304,6,35,0.10324483775811209,52.0,7.0,33.333333333333336,-32.69230769230769,0,0.5142857142857142,0.005934718100890208,0.10865618700427886
AUS,1992,390,153,16,14,333,27,57,0.14615384615384616,35.0,18.0,48.0,62.857142857142854,0,0.24561403508771928,0.1504424778761062,0.13456711817836792
AUS,1996,550,211,84,32,418,16,132,0.24,57.0,14.0,74.66666666666667,131.57894736842107,0,0.24242424242424243,0.41025641025641024,0.16313289463731945
AUS,2000,788,270,54,60,605,69,183,0.23223350253807107,132.0,32.0,124.0,38.63636363636363,1,0.32786885245901637,0.43272727272727274,0.20612911623063912
AUS,2004,601,219,31,49,444,77,157,0.2612312811980033,183.0,60.0,157.33333333333334,-14.207650273224044,0,0.31210191082802546,-0.23730964467005075,0.24448826124535816
AUS,2008,570,219,76,31,421,42,149,0.2614035087719298,157.0,49.0,163.0,-5.095541401273886,0,0.2080536912751678,-0.051580698835274545,0.25162276416933477
AUS,2012,514,208,59,18,400,37,114,0.22178988326848248,149.0,31.0,140.0,-23.48993288590604,0,0.15789473684210525,-0.09824561403508772,0.24814155774613855
AUS,2016,518,194,25,23,436,34,82,0.1583011583011583,114.0,18.0,115.0,-28.07017543859649,0,0.2804878048780488,0.007782101167315175,0.21383151678052356
AUS,2020,638,193,67,36,507,28,131,0.20532915360501566,82.0,23.0,109.0,59.756097560975604,0,0.2748091603053435,0.23166023166023167,0.19514006505821882
AUS,2024,475,205,44,33,528,44,121,0.25473684210526315,131.0,36.0,111.33333333333333,-7.633587786259542,0,0.2727272727272727,-0.2554858934169279,0.20612238467047908
AUT,1896,8,8,2,2,3,1,5,0.625,0.0,0.0,0.0,0.0,0,0.4,0.0,0.0
AUT,1900,26,17,3,0,20,3,6,0.23076923076923078,5.0,2.0,0.0,20.0,0,0.0,2.25,0.0
AUT,1904,7,7,1,2,3,1,4,0.5714285714285714,6.0,0.0,5.0,-33.33333333333333,0,0.5,-0.7307692307692307,0.47573260073260076
AUT,1906,100,46,3,3,91,3,9,0.09,4.0,2.0,6.333333333333333,125.0,0,0.3333333333333333,13.285714285714286,0.2973992673992674
AUT,1908,13,10,1,0,12,0,1,0.07692307692307693,9.0,3.0,4.666666666666667,-88.88888888888889,0,0.0,-0.87,0.24611721611721615
AUT,1912,132,46,5,0,118,9,14,0.10606060606060606,1.0,0.0,8.0,1300.0,0,0.0,9.153846153846153,0.09099456099456103
AUT,1924,56,27,1,0,52,3,4,0.07142857142857142,14.0,0.0,6.333333333333333,-71.42857142857143,0,0.0,-0.5757575757575758,0.08480408480408484
AUT,1928,113,39,2,3,108,0,5,0.04424778761061947,4.0,0.0,7.666666666666667,25.0,0,0.6,1.0178571428571428,0.07391232169993235
AUT,1932,33,14,3,1,28,1,5,0.15151515151515152,5.0,3.0,4.666666666666667,0.0,0,0.2,-0.7079646017699115,0.08906383685144752
AUT,1936,363,105,7,6,308,42,55,0.15151515151515152,5.0,1.0,21.666666666666668,1000.0,0,0.10909090909090909,10.0,0.1157593635469742
AUT,1948,239,79,4,2,231,2,8,0.03347280334728033,55.0,6.0,22.666666666666668,-85.45454545454545,0,0.25,-0.3415977961432507,0.11216770212586115
AUT,1952,238,70,2,0,235,1,3,0.012605042016806723,8.0,2.0,22.0,-62.5,0,0.0,-0.0041841004184100415,0.06586433229307956
AUT,1956,57,36,4,0,53,0,4,0.07017543859649122,3.0,0.0,5.0,33.33333333333333,0,0.0,-0.7605042016806722,0.03875109465352613
AUT,1956,57,36,4,0,53,0,4,0.07017543859649122,3.0,0.0,5.0,33.33333333333333,0,0.0,0.0,0.0509853064032631
AUT,1960,198,81,0,1,195,2,3,0.015151515151515152,4.0,0.0,3.3333333333333335,-25.0,0,0.3333333333333333,2.473684210526316,0.05183413078149923
AUT,1964,82,54,0,0,82,0,0,0.0,3.0,1.0,2.3333333333333335,-100.0,0,0.0,-0.5858585858585859,0.02844231791600216
AUT,1968,59,37,3,0,54,2,5,0.0847457627118644,0.0,0.0,2.6666666666666665,inf,0,0.0,-0.2804878048780488,0.033299092621126555
AUT,1972,143,68,2,0,140,1,3,0.02097902097902098,5.0,0.0,2.6666666666666665,-40.0,0,0.0,1.423728813559322,0.0352415945636285
AUT,1976,73,44,1,0,72,0,1,0.0136986301369863,3.0,0.0,3.0,-66.66666666666666,0,0.0,-0.48951048951048953,0.0398078046092906
AUT,1980,92,51,1,1,87,3,5,0.05434782608695652,1.0,0.0,3.0,400.0,0,0.2,0.2602739726027397,0.02967515906765464
AUT,1984,130,72,1,1,127,1,3,0.023076923076923078,5.0,1.0,3.0,-40.0,0,0.3333333333333333,0.41304347826086957,0.03037445976695534
AUT,1988,96,62,0,1,95,0,1,0.010416666666666666,3.0,1.0,3.0,-66.66666666666666,0,1.0,-0.26153846153846155,0.029280471943515463
AUT,1992,127,68,0,0,121,6,6,0.047244094488188976,1.0,1.0,3.3333333333333335,500.0,0,0.0,0.3229166666666667,0.02691256141059294
AUT,1996,92,53,2,0,89,1,3,0.03260869565217391,6.0,0.0,3.3333333333333335,-50.0,0,0.0,-0.2755905511811024,0.030089818935676554
AUT,2000,114,68,0,3,110,1,4,0.03508771929824561,3.0,0.0,4.333333333333333,33.33333333333333,0,0.75,0.2391304347826087,0.03831350314620287
AUT,2004,92,56,1,3,84,4,8,0.08695652173913043,4.0,3.0,5.0,100.0,0,0.375,-0.19298245614035087,0.05155097889651669
AUT,2008,93,62,2,0,90,1,3,0.03225806451612903,8.0,3.0,5.0,-62.5,0,0.0,0.010869565217391304,0.051434101851168396
AUT,2012,90,69,0,0,90,0,0,0.0,3.0,0.0,3.6666666666666665,-100.0,0,0.0,-0.03225806451612903,0.03973819541841986
AUT,2016,85,61,2,0,83,0,2,0.023529411764705882,0.0,0.0,1.6666666666666667,inf,0,0.0,-0.05555555555555555,0.018595825426945007
AUT,2020,103,70,5,1,96,1,7,0.06796116504854369,2.0,0.0,3.0,250.0,0,0.14285714285714285,0.21176470588235294,0.030496858937749893
