NOC,Year,Total_Athletes,Total_Events,Bronze,Gold,No medal,Silver,Total_Medals,Medal_Efficiency,Previous_medal,Previous_gold,Rolling_3_avg_medal,Medal_growth_rate,Host,Gold_Ratio,Participation_Growth,Rolling_3_Efficiency
CUB,2016,143,99,4,5,132,2,11,0.07692307692307693,14.0,5.0,24.0,-21.428571428571427,0,0.45454545454545453,0.211864406779661,0.15680698196309262
CUB,2020,82,64,5,8,66,3,16,0.1951219512195122,11.0,5.0,13.666666666666666,45.45454545454545,0,0.5,-0.42657342657342656,0.1302296986463998
CUB,2024,61,52,6,2,60,1,9,0.14754098360655737,16.0,8.0,12.0,-43.75,0,0.2222222222222222,-0.25609756097560976,0.1398620039163822
CYP,1980,15,13,0,0,15,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
CYP,1984,12,9,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.2,0.0
CYP,1988,11,10,0,0,11,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.08333333333333333,0.0
CYP,1992,19,17,0,0,19,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.7272727272727273,0.0
CYP,1996,24,16,0,0,24,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.2631578947368421,0.0
CYP,2000,24,20,0,0,24,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
CYP,2004,21,20,0,0,21,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.125,0.0
CYP,2008,18,17,0,0,18,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14285714285714285,0.0
CYP,2012,13,12,0,0,12,1,1,0.07692307692307693,0.0,0.0,0.3333333333333333,inf,0,0.0,-0.2777777777777778,0.025641025641025644
CYP,2016,21,19,0,0,21,0,0,0.0,1.0,0.0,0.3333333333333333,-100.0,0,0.0,0.6153846153846154,0.025641025641025644
CYP,2020,23,22,0,0,23,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0,0.0,0.09523809523809523,0.025641025641025644
CYP,2024,15,23,0,0,22,1,1,0.06666666666666667,0.0,0.0,0.3333333333333333,inf,0,0.0,-0.34782608695652173,0.022222222222222223
CZE,1996,169,110,4,4,156,5,13,0.07692307692307693,0.0,0.0,0.0,0.0,0,0.3076923076923077,0.0,0.0
CZE,2000,162,96,4,2,153,3,9,0.05555555555555555,13.0,4.0,0.0,-30.76923076923077,0,0.2222222222222222,-0.04142011834319527,0.0
CZE,2004,171,104,6,1,158,6,13,0.07602339181286549,9.0,2.0,11.666666666666666,44.44444444444444,0,0.07692307692307693,0.05555555555555555,0.06950067476383266
CZE,2008,158,105,0,3,151,4,7,0.04430379746835443,13.0,1.0,9.666666666666666,-46.15384615384615,0,0.42857142857142855,-0.07602339181286549,0.058627581612258485
CZE,2012,159,99,6,4,145,4,14,0.0880503144654088,7.0,3.0,11.333333333333334,100.0,0,0.2857142857142857,0.006329113924050633,0.06945916791554291
CZE,2016,135,92,12,1,120,2,15,0.1111111111111111,14.0,4.0,12.0,7.142857142857142,0,0.06666666666666667,-0.1509433962264151,0.08115507434829144
CZE,2020,151,89,4,5,138,4,13,0.08609271523178808,15.0,1.0,14.0,-13.333333333333334,0,0.38461538461538464,0.11851851851851852,0.09508471360276932
CZE,2024,111,94,5,4,140,0,9,0.08108108108108109,13.0,5.0,12.333333333333334,-30.76923076923077,0,0.4444444444444444,-0.26490066225165565,0.09276163580799342
DEN,1896,15,12,3,1,9,2,6,0.4,0.0,0.0,0.0,0.0,0,0.16666666666666666,0.0,0.0
DEN,1900,36,14,2,4,27,3,9,0.25,6.0,1.0,0.0,50.0,0,0.4444444444444444,1.4,0.0
DEN,1906,68,24,1,14,34,19,34,0.5,9.0,4.0,16.333333333333332,277.77777777777777,0,0.4117647058823529,0.8888888888888888,0.3833333333333333
DEN,1908,107,27,3,0,90,14,17,0.1588785046728972,34.0,14.0,20.0,-50.0,0,0.0,0.5735294117647058,0.3029595015576324
DEN,1912,233,46,33,5,146,49,87,0.37339055793991416,17.0,0.0,46.0,411.7647058823529,0,0.05747126436781609,1.1775700934579438,0.34408968753760377
DEN,1920,246,66,1,26,175,44,71,0.2886178861788618,87.0,5.0,58.333333333333336,-18.39080459770115,0,0.36619718309859156,0.055793991416309016,0.27362898293055776
DEN,1924,158,60,3,2,144,9,14,0.08860759493670886,71.0,26.0,57.333333333333336,-80.28169014084507,0,0.14285714285714285,-0.35772357723577236,0.2502053463518283
DEN,1928,122,55,4,6,107,5,15,0.12295081967213115,14.0,2.0,33.333333333333336,7.142857142857142,0,0.4,-0.22784810126582278,0.1667254335959006
DEN,1932,94,34,4,0,83,7,11,0.11702127659574468,15.0,6.0,13.333333333333334,-26.666666666666668,0,0.0,-0.22950819672131148,0.10952656373486157
DEN,1936,173,71,3,0,167,3,6,0.03468208092485549,11.0,0.0,10.666666666666666,-45.45454545454545,0,0.0,0.8404255319148937,0.0915513923975771
DEN,1948,253,83,27,7,202,17,51,0.2015810276679842,6.0,0.0,22.666666666666668,750.0,0,0.13725490196078433,0.4624277456647399,0.11776146172952813
DEN,1952,201,73,5,3,192,1,9,0.04477611940298507,51.0,7.0,22.0,-82.35294117647058,0,0.3333333333333333,-0.20553359683794467,0.09367974266527491
DEN,1956,51,29,1,1,45,4,6,0.11764705882352941,9.0,3.0,22.0,-33.33333333333333,0,0.16666666666666666,-0.746268656716418,0.12133473529816623
DEN,1956,51,29,1,1,45,4,6,0.11764705882352941,9.0,3.0,22.0,-33.33333333333333,0,0.16666666666666666,0.0,0.09335674568334797
DEN,1960,109,46,4,2,86,17,23,0.21100917431192662,6.0,1.0,12.666666666666666,283.33333333333337,0,0.08695652173913043,1.1372549019607843,0.1487677639863285
DEN,1964,71,40,4,7,59,1,12,0.16901408450704225,23.0,2.0,13.666666666666666,-47.82608695652174,0,0.5833333333333334,-0.3486238532110092,0.16589010588083275
DEN,1968,93,53,6,5,76,6,17,0.1827956989247312,12.0,7.0,17.333333333333332,41.66666666666667,0,0.29411764705882354,0.30985915492957744,0.18760631924790003
DEN,1972,155,73,0,1,154,0,1,0.0064516129032258064,17.0,5.0,10.0,-94.11764705882352,0,1.0,0.6666666666666666,0.11942046544499975
DEN,1976,81,40,5,3,73,0,8,0.09876543209876543,1.0,1.0,8.666666666666666,700.0,0,0.375,-0.4774193548387097,0.09600424797557415
DEN,1980,60,30,2,4,52,2,8,0.13333333333333333,8.0,3.0,5.666666666666667,0.0,0,0.5,-0.25925925925925924,0.07951679277844154
DEN,1984,74,33,10,0,61,3,13,0.17567567567567569,8.0,4.0,9.666666666666666,62.5,0,0.0,0.23333333333333334,0.1359248137025915
DEN,1988,130,73,3,3,123,1,7,0.05384615384615385,13.0,0.0,9.333333333333334,-46.15384615384615,0,0.42857142857142855,0.7567567567567568,0.12095172095172098
DEN,1992,144,67,9,3,130,2,14,0.09722222222222222,7.0,3.0,11.333333333333334,100.0,0,0.21428571428571427,0.1076923076923077,0.10891468391468394
DEN,1996,145,66,1,21,122,1,23,0.15862068965517243,14.0,3.0,14.666666666666666,64.28571428571429,0,0.9130434782608695,0.006944444444444444,0.10322968857451616
DEN,2000,124,55,4,18,99,3,25,0.20161290322580644,23.0,21.0,20.666666666666668,8.695652173913043,0,0.72,-0.14482758620689656,0.15248527170106704
DEN,2004,115,59,9,19,86,1,29,0.25217391304347825,25.0,18.0,25.666666666666668,16.0,0,0.6551724137931034,-0.07258064516129033,0.20413583530815238
DEN,2008,108,62,6,6,89,7,19,0.17592592592592593,29.0,19.0,24.333333333333332,-34.48275862068966,0,0.3157894736842105,-0.06086956521739131,0.20990424739840355
DEN,2012,149,69,8,3,133,5,16,0.10738255033557047,19.0,6.0,21.333333333333332,-15.789473684210526,0,0.1875,0.37962962962962965,0.1784941297683249
DEN,2016,143,67,16,15,102,10,41,0.2867132867132867,16.0,3.0,25.333333333333332,156.25,0,0.36585365853658536,-0.040268456375838924,0.19000725432492774
DEN,2020,138,63,5,4,105,24,33,0.2391304347826087,41.0,15.0,30.0,-19.51219512195122,0,0.12121212121212122,-0.03496503496503497,0.21107542394382198
DEN,2024,131,60,19,17,120,5,41,0.31297709923664124,33.0,4.0,38.333333333333336,24.242424242424242,0,0.4146341463414634,-0.050724637681159424,0.2796069402441789
DJI,1984,3,1,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DJI,1988,6,5,1,0,5,0,1,0.16666666666666666,0.0,0.0,0.0,inf,0,0.0,1.0,0.0
DJI,1992,8,7,0,0,8,0,0,0.0,1.0,0.0,0.3333333333333333,-100.0,0,0.0,0.3333333333333333,0.05555555555555555
DJI,1996,5,4,0,0,5,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0,0.0,-0.375,0.05555555555555555
DJI,2000,2,2,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.6,0.0
DJI,2008,2,2,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DJI,2012,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
DJI,2016,8,7,0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
DJI,2020,5,5,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.375,0.0
DJI,2024,7,6,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.4,0.0
DMA,1996,6,6,0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DMA,2000,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.3333333333333333,0.0
DMA,2004,2,2,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.5,0.0
DMA,2008,2,2,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DMA,2012,2,2,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DMA,2016,2,2,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DMA,2020,2,2,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DMA,2024,4,4,0,1,3,0,1,0.25,0.0,0.0,0.3333333333333333,inf,0,1.0,1.0,0.08333333333333333
DOM,1964,1,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
DOM,1968,24,16,0,0,24,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,23.0,0.0
DOM,1972,5,4,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.7916666666666666,0.0
DOM,1976,11,10,0,0,11,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.2,0.0
DOM,1980,7,7,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.36363636363636365,0.0
DOM,1984,24,20,1,0,23,0,1,0.041666666666666664,0.0,0.0,0.3333333333333333,inf,0,0.0,2.4285714285714284,0.013888888888888888
DOM,1988,18,15,0,0,18,0,0,0.0,1.0,0.0,0.3333333333333333,-100.0,0,0.0,-0.25,0.013888888888888888
DOM,1992,32,13,0,0,32,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0,0.0,0.7777777777777778,0.013888888888888888
DOM,1996,16,16,0,0,16,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.5,0.0
DOM,2000,13,13,0,0,13,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1875,0.0
DOM,2004,33,22,0,1,32,0,1,0.030303030303030304,0.0,0.0,0.3333333333333333,inf,0,1.0,1.5384615384615385,0.010101010101010102
DOM,2008,27,21,0,1,25,1,2,0.07407407407407407,1.0,1.0,1.0,100.0,0,0.5,-0.18181818181818182,0.03479236812570146
DOM,2012,36,21,0,1,34,1,2,0.05555555555555555,2.0,1.0,1.6666666666666667,0.0,0,0.5,0.3333333333333333,0.05331088664421998
DOM,2016,30,22,1,0,29,0,1,0.03333333333333333,2.0,1.0,1.6666666666666667,-50.0,0,0.0,-0.16666666666666666,0.05432098765432098
DOM,2020,69,31,25,0,37,7,32,0.463768115942029,1.0,0.0,11.666666666666666,3100.0,0,0.0,1.3,0.18421900161030594
DOM,2024,59,27,2,1,61,0,3,0.05084745762711865,32.0,0.0,12.0,-90.625,0,0.3333333333333333,-0.14492753623188406,0.18264963563416034
ECU,1924,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ECU,1968,41,21,0,0,41,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,9.25,0.0
ECU,1972,4,4,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.9024390243902439,0.0
ECU,1976,8,8,0,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
ECU,1980,16,13,0,0,16,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
ECU,1984,15,14,0,0,15,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.0625,0.0
ECU,1988,15,15,0,0,15,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ECU,1992,15,15,0,0,15,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ECU,1996,28,18,0,1,27,0,1,0.03571428571428571,0.0,0.0,0.3333333333333333,inf,0,1.0,0.8666666666666667,0.011904761904761904
ECU,2000,11,11,0,0,11,0,0,0.0,1.0,1.0,0.3333333333333333,-100.0,0,0.0,-0.6071428571428571,0.011904761904761904
ECU,2004,18,15,0,0,18,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0,0.0,0.6363636363636364,0.011904761904761904
ECU,2008,26,23,0,0,25,1,1,0.038461538461538464,0.0,0.0,0.3333333333333333,inf,0,0.0,0.4444444444444444,0.012820512820512822
ECU,2012,36,34,0,0,36,0,0,0.0,1.0,0.0,0.3333333333333333,-100.0,0,0.0,0.38461538461538464,0.012820512820512822
ECU,2016,40,29,0,0,40,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0,0.0,0.1111111111111111,0.012820512820512822
ECU,2020,52,35,0,2,49,1,3,0.057692307692307696,0.0,0.0,1.0,inf,0,0.6666666666666666,0.3,0.019230769230769232
ECU,2024,40,32,2,1,41,3,6,0.15,3.0,2.0,3.0,100.0,0,0.16666666666666666,-0.23076923076923078,0.06923076923076922
EGY,1906,5,5,0,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
EGY,1920,22,11,0,0,22,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,3.4,0.0
EGY,1924,30,12,0,0,30,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.36363636363636365,0.0
EGY,1928,43,14,1,2,39,1,4,0.09302325581395349,0.0,0.0,1.3333333333333333,inf,0,0.5,0.43333333333333335,0.031007751937984496
EGY,1936,66,30,2,2,61,1,5,0.07575757575757576,4.0,2.0,3.0,25.0,0,0.4,0.5348837209302325,0.056260277190509744
EGY,1948,166,53,1,2,161,2,5,0.030120481927710843,5.0,2.0,4.666666666666667,0.0,0,0.4,1.5151515151515151,0.06630043783308003
EGY,1952,196,65,1,0,195,0,1,0.00510204081632653,5.0,2.0,3.6666666666666665,-80.0,0,0.0,0.18072289156626506,0.03699336616720438
EGY,1956,6,2,0,0,6,0,0,0.0,1.0,0.0,2.0,-100.0,0,0.0,-0.9693877551020408,0.011740840914679125
EGY,1956,6,2,0,0,6,0,0,0.0,1.0,0.0,2.0,-100.0,0,0.0,0.0,0.0017006802721088435
EGY,1964,83,35,0,0,83,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0,0.0,12.833333333333334,0.0
EGY,1968,35,18,0,0,35,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.5783132530120482,0.0
EGY,1972,26,16,0,0,26,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.2571428571428571,0.0
EGY,1976,26,7,0,0,26,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
EGY,1984,148,74,0,0,147,1,1,0.006756756756756757,0.0,0.0,0.3333333333333333,inf,0,0.0,4.6923076923076925,0.0022522522522522522
EGY,1988,59,36,0,0,59,0,0,0.0,1.0,0.0,0.3333333333333333,-100.0,0,0.0,-0.6013513513513513,0.0022522522522522522
EGY,1992,83,32,0,0,83,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0,0.0,0.4067796610169492,0.0022522522522522522
EGY,1996,33,17,0,0,33,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.6024096385542169,0.0
EGY,2000,103,64,0,0,103,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.121212121212121,0.0
EGY,2004,104,48,3,1,99,1,5,0.04807692307692308,0.0,0.0,1.6666666666666667,inf,0,0.2,0.009708737864077669,0.016025641025641028
EGY,2008,116,68,1,0,115,0,1,0.008620689655172414,5.0,1.0,2.0,-80.0,0,0.0,0.11538461538461539,0.01889920424403183
EGY,2012,132,87,0,0,130,2,2,0.015151515151515152,1.0,0.0,2.6666666666666665,100.0,0,0.0,0.13793103448275862,0.02394970929453688
EGY,2016,137,87,3,0,134,0,3,0.021897810218978103,2.0,0.0,2.0,50.0,0,0.0,0.03787878787878788,0.015223338341888557
EGY,2020,195,94,4,1,189,1,6,0.03076923076923077,3.0,0.0,3.6666666666666665,100.0,0,0.16666666666666666,0.4233576642335766,0.02260618537990801
EGY,2024,157,89,1,1,204,1,3,0.01910828025477707,6.0,1.0,4.0,-50.0,0,0.3333333333333333,-0.19487179487179487,0.023925107080995312
EOR,2020,35,30,0,0,35,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
EOR,2024,37,39,1,0,43,0,1,0.02702702702702703,0.0,0.0,0.0,inf,0,0.0,0.05714285714285714,0.0
ERI,2000,3,3,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ERI,2004,5,3,1,0,4,0,1,0.2,0.0,0.0,0.0,inf,0,0.0,0.6666666666666666,0.0
ERI,2008,11,6,0,0,11,0,0,0.0,1.0,0.0,0.3333333333333333,-100.0,0,0.0,1.2,0.06666666666666667
ERI,2012,12,7,0,0,12,0,0,0.0,0.0,0.0,0.3333333333333333,0.0,0,0.0,0.09090909090909091,0.06666666666666667
ERI,2016,12,6,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ERI,2020,14,10,0,0,14,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.16666666666666666,0.0
ERI,2024,11,9,0,0,12,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.21428571428571427,0.0
ESA,1932,4,1,0,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ESA,1968,104,48,0,0,104,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,25.0,0.0
ESA,1972,18,12,0,0,18,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.8269230769230769,0.0
ESA,1984,15,15,0,0,15,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.16666666666666666,0.0
ESA,1988,7,7,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.5333333333333333,0.0
ESA,1992,6,6,0,0,6,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.14285714285714285,0.0
ESA,1996,10,10,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.6666666666666666,0.0
ESA,2000,10,10,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ESA,2004,9,9,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.1,0.0
ESA,2008,14,14,0,0,14,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5555555555555556,0.0
ESA,2012,11,11,0,0,11,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.21428571428571427,0.0
ESA,2016,10,10,0,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.09090909090909091,0.0
ESA,2020,7,7,0,0,7,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,-0.3,0.0
ESA,2024,8,9,0,0,9,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.14285714285714285,0.0
ESP,1900,12,7,0,2,10,0,2,0.16666666666666666,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
ESP,1920,111,29,0,0,88,23,23,0.2072072072072072,2.0,2.0,0.0,1050.0,0,0.0,8.25,0.0
ESP,1924,151,44,0,0,151,0,0,0.0,23.0,0.0,8.333333333333334,-100.0,0,0.0,0.36036036036036034,0.1246246246246246
ESP,1928,106,34,0,3,103,0,3,0.02830188679245283,0.0,0.0,8.666666666666666,inf,0,1.0,-0.2980132450331126,0.07850303133322001
ESP,1932,8,4,1,0,7,0,1,0.125,3.0,3.0,1.3333333333333333,-66.66666666666666,0,0.0,-0.9245283018867925,0.051100628930817606
ESP,1948,84,37,0,0,81,3,3,0.03571428571428571,1.0,0.0,2.3333333333333335,200.0,0,0.0,9.5,0.0630053908355795
ESP,1952,42,21,0,0,41,1,1,0.023809523809523808,3.0,0.0,1.6666666666666667,-66.66666666666666,0,0.0,-0.5,0.06150793650793651
ESP,1956,12,4,0,0,12,0,0,0.0,1.0,0.0,1.3333333333333333,-100.0,0,0.0,-0.7142857142857143,0.01984126984126984
ESP,1956,12,4,0,0,12,0,0,0.0,1.0,0.0,1.3333333333333333,-100.0,0,0.0,0.0,0.007936507936507936
ESP,1960,238,83,14,0,224,0,14,0.058823529411764705,0.0,0.0,5.0,inf,0,0.0,18.833333333333332,0.0196078431372549
ESP,1964,67,35,0,0,67,0,0,0.0,14.0,0.0,4.666666666666667,-100.0,0,0.0,-0.7184873949579832,0.0196078431372549
ESP,1968,137,50,0,0,137,0,0,0.0,0.0,0.0,4.666666666666667,0.0,0,0.0,1.044776119402985,0.0196078431372549
ESP,1972,162,59,1,0,161,0,1,0.006172839506172839,0.0,0.0,0.3333333333333333,inf,0,0.0,0.18248175182481752,0.0020576131687242796
ESP,1976,160,68,0,0,154,6,6,0.0375,1.0,0.0,2.3333333333333335,500.0,0,0.0,-0.012345679012345678,0.01455761316872428
ESP,1980,211,75,3,2,187,19,24,0.11374407582938388,6.0,0.0,10.333333333333334,300.0,0,0.08333333333333333,0.31875,0.05247230511185224
ESP,1984,257,104,3,2,238,14,19,0.07392996108949416,24.0,2.0,16.333333333333332,-20.833333333333336,0,0.10526315789473684,0.21800947867298578,0.07505801230629268
ESP,1988,317,130,2,1,312,2,5,0.015772870662460567,19.0,2.0,16.0,-73.68421052631578,0,0.2,0.23346303501945526,0.0678156358604462
ESP,1992,537,195,2,48,468,19,69,0.12849162011173185,5.0,1.0,31.0,1280.0,0,0.6956521739130435,0.694006309148265,0.0727314839545622
ESP,1996,384,157,22,23,318,21,66,0.171875,69.0,48.0,46.666666666666664,-4.3478260869565215,0,0.3484848484848485,-0.2849162011173184,0.10537983025806415
ESP,2000,431,165,20,3,389,19,42,0.09744779582366589,66.0,23.0,59.0,-36.36363636363637,0,0.07142857142857142,0.12239583333333333,0.13260480531179927
ESP,2004,423,155,9,4,393,17,30,0.07092198581560284,42.0,3.0,46.0,-28.57142857142857,0,0.13333333333333333,-0.018561484918793503,0.11341492721308959
ESP,2008,355,147,16,7,285,47,70,0.19718309859154928,30.0,4.0,47.333333333333336,133.33333333333331,0,0.1,-0.1607565011820331,0.12185096007693934
ESP,2012,339,135,25,5,276,33,63,0.18584070796460178,70.0,7.0,54.333333333333336,-10.0,0,0.07936507936507936,-0.04507042253521127,0.15131526412391796
ESP,2016,363,146,17,9,318,19,45,0.12396694214876033,63.0,5.0,59.333333333333336,-28.57142857142857,0,0.2,0.07079646017699115,0.16899691623497048
ESP,2020,429,146,22,4,359,44,70,0.16317016317016317,45.0,9.0,59.333333333333336,55.55555555555556,0,0.05714285714285714,0.18181818181818182,0.15765927109450842
ESP,2024,401,150,36,40,443,7,83,0.20698254364089774,70.0,4.0,66.0,18.571428571428573,0,0.4819277108433735,-0.06526806526806526,0.16470654965327378
EST,1920,20,19,0,1,17,2,3,0.15,0.0,0.0,0.0,0.0,0,0.3333333333333333,0.0,0.0
EST,1924,47,26,4,1,41,1,6,0.1276595744680851,3.0,1.0,0.0,100.0,0,0.16666666666666666,1.35,0.0
EST,1928,23,19,6,2,14,1,9,0.391304347826087,6.0,1.0,6.0,50.0,0,0.2222222222222222,-0.5106382978723404,0.22298797409805737
EST,1932,3,3,0,0,3,0,0,0.0,9.0,2.0,5.0,-100.0,0,0.0,-0.8695652173913043,0.17298797409805733
EST,1936,36,29,3,2,29,2,7,0.19444444444444445,0.0,0.0,5.333333333333333,inf,0,0.2857142857142857,11.0,0.19524959742351047
EST,1992,46,35,2,1,43,0,3,0.06521739130434782,7.0,2.0,3.3333333333333335,-57.14285714285714,0,0.3333333333333333,0.2777777777777778,0.08655394524959742
EST,1996,52,36,0,0,52,0,0,0.0,3.0,1.0,3.3333333333333335,-100.0,0,0.0,0.13043478260869565,0.08655394524959742
EST,2000,41,29,2,1,38,0,3,0.07317073170731707,0.0,0.0,2.0,inf,0,0.3333333333333333,-0.21153846153846154,0.04612937433722163
EST,2004,45,34,2,0,42,1,3,0.06666666666666667,3.0,1.0,2.0,0.0,0,0.0,0.0975609756097561,0.046612466124661245
EST,2008,53,42,0,1,50,2,3,0.05660377358490566,3.0,0.0,3.0,0.0,0,0.3333333333333333,0.17777777777777778,0.06548039065296313
EST,2012,36,30,1,0,34,1,2,0.05555555555555555,3.0,1.0,2.6666666666666665,-33.33333333333333,0,0.0,-0.32075471698113206,0.05960866526904263
EST,2016,49,31,4,0,45,0,4,0.08163265306122448,2.0,0.0,3.0,100.0,0,0.0,0.3611111111111111,0.0645973274005619
EST,2020,42,28,1,4,37,0,5,0.11904761904761904,4.0,0.0,3.6666666666666665,25.0,0,0.8,-0.14285714285714285,0.08541194255479971
EST,2024,24,21,0,0,26,0,0,0.0,5.0,4.0,3.0,-100.0,0,0.0,-0.42857142857142855,0.06689342403628117
ETH,1956,30,10,0,0,30,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ETH,1956,30,10,0,0,30,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
ETH,1960,15,8,0,1,14,0,1,0.06666666666666667,0.0,0.0,0.0,inf,0,1.0,-0.5,0.022222222222222223
ETH,1964,19,11,0,1,18,0,1,0.05263157894736842,1.0,1.0,0.6666666666666666,0.0,0,1.0,0.26666666666666666,0.039766081871345026
ETH,1968,26,13,0,1,24,1,2,0.07692307692307693,1.0,1.0,1.3333333333333333,100.0,0,0.5,0.3684210526315789,0.06540710751237067
ETH,1972,40,20,2,0,38,0,2,0.05,2.0,1.0,1.6666666666666667,0.0,0,0.0,0.5384615384615384,0.05985155195681512
ETH,1980,48,26,2,2,44,0,4,0.08333333333333333,2.0,0.0,2.6666666666666665,100.0,0,0.5,0.2,0.07008547008547007
ETH,1992,24,11,2,1,21,0,3,0.125,4.0,2.0,3.0,-25.0,0,0.3333333333333333,-0.5,0.0861111111111111
ETH,1996,19,10,1,2,16,0,3,0.15789473684210525,3.0,1.0,3.3333333333333335,0.0,0,0.6666666666666666,-0.20833333333333334,0.12207602339181285
ETH,2000,27,11,3,4,19,1,8,0.2962962962962963,3.0,2.0,4.666666666666667,166.66666666666669,0,0.5,0.42105263157894735,0.19306367771280053
ETH,2004,27,12,2,2,20,3,7,0.25925925925925924,8.0,4.0,6.0,-12.5,0,0.2857142857142857,0.0,0.2378167641325536
